2,-0.1058,0.9055,-0.1032,-0.0914,0.8894,-0.088,-0.0864,0.9101,-0.0871,-0.0989,0.9102,-0.103,-0.0904,0.8981,-0.0972,-0.0979
3,-0.1111,0.9036,-0.1048,-0.086,0.8832,-0.0826,-0.0759,0.9164,-0.0778,-0.1011,0.9162,-0.1079,-0.0855,0.8968,-0.1012,-0.1004
4,-0.1145,0.903,-0.1034,-0.0806,0.8763,-0.0778,-0.0664,0.9206,-0.0694,-0.1067,0.922,-0.1141,-0.0808,0.8966,-0.1066,-0.1029
5,-0.1155,0.9016,-0.1011,-0.0775,0.8704,-0.0734,-0.0571,0.9248,-0.061,-0.1121,0.9277,-0.1209,-0.0765,0.8939,-0.1095,-0.1053
6,-0.1177,0.9016,-0.1001,-0.0747,0.8649,-0.0714,-0.0487,0.9267,-0.0536,-0.113,0.9344,-0.1232,-0.07,0.8922,-0.1104,-0.1067
7,-0.1186,0.9019,-0.0978,-0.0716,0.861,-0.0682,-0.0416,0.9282,-0.0478,-0.1126,0.9399,-0.1243,-0.0652,0.8894,-0.1115,-0.1074
8,-0.1189,0.901,-0.095,-0.0684,0.8568,-0.0647,-0.0353,0.9303,-0.0425,-0.1113,0.946,-0.1237,-0.0602,0.8851,-0.114,-0.1089
9,-0.1186,0.8976,-0.0925,-0.066,0.8506,-0.0626,-0.0292,0.932,-0.0368,-0.1122,0.9533,-0.1254,-0.0557,0.8813,-0.116,-0.1099
10,-0.1201,0.8942,-0.0918,-0.0644,0.8459,-0.06,-0.0237,0.9338,-0.0322,-0.1124,0.9588,-0.1269,-0.0519,0.8776,-0.1148,-0.1088
11,-0.1214,0.8899,-0.0908,-0.0642,0.8408,-0.059,-0.0192,0.9351,-0.0275,-0.1103,0.9652,-0.127,-0.0492,0.8739,-0.1141,-0.1071
12,-0.1209,0.887,-0.0882,-0.0628,0.8385,-0.0579,-0.0151,0.9344,-0.0233,-0.1109,0.9714,-0.1282,-0.0464,0.8699,-0.1114,-0.1048
13,-0.1198,0.8832,-0.0857,-0.0608,0.8353,-0.0551,-0.0113,0.9334,-0.0197,-0.1094,0.9771,-0.1274,-0.0442,0.8661,-0.1127,-0.1053
14,-0.1209,0.879,-0.0847,-0.0581,0.8326,-0.0526,-0.0081,0.9328,-0.0166,-0.1069,0.9822,-0.1272,-0.0432,0.8626,-0.1114,-0.1047
15,-0.1215,0.8746,-0.0835,-0.0574,0.8297,-0.0518,-0.0052,0.9324,-0.0131,-0.1038,0.9867,-0.1267,-0.0424,0.8593,-0.1103,-0.1046
16,-0.1203,0.8706,-0.0813,-0.0562,0.8274,-0.0506,-0.0027,0.932,-0.0108,-0.1044,0.9898,-0.1289,-0.0413,0.8583,-0.1093,-0.1037
17,-0.1202,0.8672,-0.0806,-0.0555,0.8269,-0.0501,-0.0005,0.9306,-0.009,-0.1033,0.9926,-0.1289,-0.0398,0.8576,-0.1065,-0.1013
18,-0.1193,0.8635,-0.0788,-0.0525,0.8246,-0.0494,0.0011,0.9308,-0.0074,-0.1023,0.995,-0.1304,-0.0386,0.857,-0.1062,-0.1003
19,-0.1189,0.8599,-0.0776,-0.0517,0.8239,-0.0484,0.0028,0.9306,-0.0056,-0.1003,0.9971,-0.1296,-0.0376,0.8555,-0.1054,-0.0996
20,-0.1179,0.8573,-0.0765,-0.0507,0.8226,-0.048,0.0042,0.9295,-0.004,-0.1003,0.9991,-0.1303,-0.0365,0.8541,-0.1047,-0.0985
21,-0.118,0.8532,-0.076,-0.0502,0.822,-0.0471,0.0051,0.9293,-0.0024,-0.0981,1.0006,-0.1293,-0.0355,0.8539,-0.1036,-0.0982
22,-0.1155,0.8494,-0.0748,-0.0498,0.8219,-0.0474,0.0066,0.9277,-0.0007,-0.0982,1.0024,-0.1312,-0.0345,0.8536,-0.1027,-0.0973
23,-0.1152,0.8463,-0.074,-0.0489,0.8214,-0.048,0.0075,0.9263,0.0007,-0.0955,1.004,-0.1298,-0.0329,0.8542,-0.1019,-0.0974
24,-0.1155,0.8436,-0.0733,-0.047,0.8212,-0.0469,0.0083,0.9252,0.0017,-0.0956,1.0047,-0.131,-0.0314,0.8541,-0.1003,-0.0974
25,-0.1144,0.8413,-0.0724,-0.0456,0.8197,-0.0466,0.0086,0.9247,0.0029,-0.0941,1.0062,-0.1311,-0.0304,0.8533,-0.0997,-0.0974
26,-0.1154,0.8385,-0.072,-0.044,0.8192,-0.0474,0.0089,0.9231,0.0038,-0.0923,1.0072,-0.1306,-0.0291,0.8543,-0.0986,-0.0971
27,-0.1138,0.8358,-0.0708,-0.0431,0.8177,-0.0473,0.0088,0.9214,0.0045,-0.0922,1.009,-0.131,-0.0277,0.8552,-0.0979,-0.0979
28,-0.114,0.8336,-0.0702,-0.042,0.8173,-0.048,0.0086,0.9203,0.0048,-0.0924,1.0098,-0.1321,-0.0256,0.8562,-0.0961,-0.0967
29,-0.114,0.8305,-0.0696,-0.0417,0.8165,-0.0481,0.0084,0.9194,0.0056,-0.0901,1.0111,-0.1276,-0.0246,0.8561,-0.0974,-0.0975
30,-0.1138,0.8289,-0.0695,-0.0399,0.8167,-0.047,0.0089,0.9174,0.0063,-0.0909,1.0114,-0.1286,-0.0231,0.8566,-0.096,-0.096
31,-0.1139,0.828,-0.0691,-0.0375,0.8141,-0.0446,0.0084,0.9164,0.007,-0.0915,1.0127,-0.1293,-0.022,0.8557,-0.0948,-0.0955
32,-0.1136,0.8257,-0.069,-0.0378,0.8142,-0.0449,0.0085,0.9158,0.0071,-0.092,1.013,-0.1297,-0.0206,0.8555,-0.0934,-0.0951
33,-0.113,0.8237,-0.0682,-0.0377,0.8148,-0.0457,0.0092,0.9142,0.0079,-0.0911,1.0132,-0.1283,-0.0196,0.8543,-0.0948,-0.0949
34,-0.1122,0.8214,-0.0679,-0.0372,0.8135,-0.0458,0.0084,0.9133,0.0087,-0.0921,1.0139,-0.1291,-0.0186,0.8553,-0.0939,-0.0949
35,-0.1113,0.8215,-0.0679,-0.0366,0.8123,-0.0466,0.0082,0.9119,0.0095,-0.093,1.0144,-0.129,-0.0178,0.8539,-0.0931,-0.0944
36,-0.1119,0.8206,-0.0679,-0.0351,0.8105,-0.0467,0.0072,0.9103,0.0101,-0.0923,1.0149,-0.1283,-0.0164,0.8549,-0.0931,-0.094
37,-0.1114,0.8197,-0.0675,-0.035,0.8105,-0.047,0.0066,0.9076,0.0097,-0.093,1.0156,-0.1288,-0.0148,0.8555,-0.0926,-0.0943
38,-0.1109,0.8175,-0.0672,-0.0349,0.8109,-0.0471,0.0064,0.9069,0.0095,-0.0928,1.0153,-0.1276,-0.0137,0.8562,-0.0932,-0.0946
39,-0.1114,0.8168,-0.0674,-0.0338,0.8094,-0.0463,0.0057,0.9066,0.0096,-0.0931,1.0151,-0.1283,-0.0127,0.8557,-0.0925,-0.0927
40,-0.1115,0.816,-0.067,-0.0338,0.8091,-0.0472,0.0051,0.9058,0.0094,-0.0931,1.0149,-0.1268,-0.0117,0.8563,-0.0927,-0.0927
41,-0.1114,0.8144,-0.067,-0.0332,0.8081,-0.0472,0.0047,0.9043,0.0097,-0.0933,1.015,-0.1274,-0.0106,0.8566,-0.0917,-0.0929
42,-0.1113,0.8134,-0.0671,-0.0331,0.8074,-0.0475,0.0042,0.9033,0.0099,-0.094,1.0151,-0.1269,-0.01,0.8564,-0.091,-0.0928
43,-0.1119,0.8125,-0.0672,-0.0325,0.8071,-0.047,0.0038,0.9019,0.0099,-0.0944,1.0147,-0.1266,-0.0086,0.8566,-0.0912,-0.0932
44,-0.1116,0.8106,-0.0665,-0.0326,0.8067,-0.048,0.003,0.8999,0.0104,-0.0944,1.0151,-0.1263,-0.0078,0.8567,-0.0915,-0.094
45,-0.1116,0.8096,-0.0663,-0.0327,0.8063,-0.0484,0.0022,0.8986,0.0109,-0.0953,1.0153,-0.1273,-0.0073,0.8553,-0.0908,-0.0934
46,-0.1122,0.8094,-0.0665,-0.032,0.8045,-0.0488,0.001,0.8971,0.0112,-0.0959,1.0156,-0.1267,-0.0065,0.8558,-0.0906,-0.0926
47,-0.1121,0.8086,-0.0662,-0.0321,0.8034,-0.0488,-0.0002,0.8962,0.0113,-0.0958,1.0155,-0.1259,-0.0057,0.8555,-0.0911,-0.0935
48,-0.1125,0.8081,-0.0659,-0.0321,0.8023,-0.0489,-0.0013,0.8949,0.0111,-0.0967,1.0153,-0.1264,-0.0043,0.8559,-0.0917,-0.0934
49,-0.1124,0.8072,-0.0658,-0.0319,0.8016,-0.0488,-0.0019,0.8945,0.0113,-0.097,1.0148,-0.1264,-0.0034,0.8553,-0.0915,-0.0927
50,-0.1132,0.8077,-0.0663,-0.0307,0.7992,-0.0483,-0.0027,0.8937,0.0118,-0.0969,1.0145,-0.1268,-0.0027,0.8546,-0.0921,-0.0927
51,-0.1139,0.8073,-0.066,-0.0306,0.7969,-0.0485,-0.0041,0.8923,0.0122,-0.097,1.0146,-0.1268,-0.0017,0.8554,-0.092,-0.0923
52,-0.1135,0.8066,-0.0652,-0.0311,0.7956,-0.0491,-0.0053,0.8917,0.0121,-0.0971,1.0145,-0.1272,-0.0009,0.8553,-0.092,-0.0923
53,-0.1137,0.8069,-0.0656,-0.0305,0.7953,-0.0475,-0.0065,0.8904,0.012,-0.0963,1.0143,-0.1271,-0.0002,0.8528,-0.0926,-0.092
54,-0.1139,0.8063,-0.0655,-0.03,0.7951,-0.0479,-0.0075,0.8901,0.0124,-0.0961,1.0137,-0.1277,0.0002,0.8506,-0.093,-0.0913
