2,-0.1372,0.8221,-0.0039,-0.1259,1.0912,-0.0799,0.171,0.8822,0.0373,-0.0489,0.8323,-0.1845,0.0089,0.8612,-0.1494,-0.0904
3,-0.1519,0.8205,0.0003,-0.129,1.0988,-0.0892,0.1816,0.8668,0.0367,-0.0484,0.8075,-0.1887,0.013,0.8621,-0.1563,-0.0888
4,-0.1632,0.8153,0.0059,-0.126,1.1006,-0.0902,0.1862,0.851,0.0463,-0.0464,0.7975,-0.1906,0.0266,0.8614,-0.1617,-0.0911
5,-0.1761,0.8144,0.0128,-0.1256,1.1024,-0.0945,0.1902,0.8419,0.0529,-0.0388,0.7883,-0.187,0.0316,0.8544,-0.167,-0.0903
6,-0.182,0.8106,0.0213,-0.1191,1.1044,-0.0924,0.1943,0.83,0.054,-0.035,0.7777,-0.1913,0.0369,0.8551,-0.1669,-0.0902
7,-0.1822,0.8072,0.0263,-0.1157,1.104,-0.0939,0.196,0.8205,0.0566,-0.0314,0.771,-0.1908,0.0417,0.8547,-0.1685,-0.0888
8,-0.1901,0.8049,0.0298,-0.113,1.1021,-0.0924,0.1952,0.8096,0.0587,-0.0267,0.7655,-0.1879,0.0464,0.8528,-0.1698,-0.0874
9,-0.1966,0.8025,0.0334,-0.1096,1.0977,-0.0906,0.1953,0.8028,0.0566,-0.0216,0.759,-0.1853,0.0508,0.8523,-0.1706,-0.0879
10,-0.1975,0.8017,0.0396,-0.1066,1.0928,-0.0921,0.1943,0.7948,0.0547,-0.0169,0.7552,-0.1839,0.0561,0.8538,-0.1692,-0.0847
11,-0.2,0.8003,0.0432,-0.1038,1.088,-0.0888,0.1919,0.7879,0.0521,-0.0143,0.7507,-0.184,0.0608,0.8544,-0.1684,-0.0865
12,-0.202,0.7991,0.0459,-0.1005,1.0819,-0.0851,0.1928,0.7845,0.0542,-0.0106,0.7465,-0.1812,0.0637,0.8516,-0.1698,-0.087
13,-0.2042,0.7996,0.047,-0.0994,1.0753,-0.0836,0.1925,0.7808,0.0531,-0.0061,0.7422,-0.1825,0.0638,0.8507,-0.1699,-0.0868
14,-0.2015,0.7987,0.0492,-0.0973,1.0721,-0.0789,0.1968,0.7791,0.0522,-0.0023,0.7382,-0.1816,0.0637,0.8488,-0.1705,-0.0832
15,-0.204,0.7984,0.053,-0.0937,1.069,-0.074,0.2019,0.7758,0.0495,0.0002,0.7361,-0.1829,0.0669,0.8442,-0.1697,-0.0842
16,-0.2027,0.799,0.0594,-0.0924,1.0638,-0.0696,0.2045,0.7746,0.0479,0.0029,0.7333,-0.1824,0.0696,0.8426,-0.1708,-0.0849
17,-0.202,0.7999,0.0613,-0.09,1.0596,-0.0676,0.207,0.7719,0.0496,0.0053,0.7323,-0.1843,0.0724,0.8418,-0.1714,-0.0841
18,-0.203,0.8003,0.0662,-0.0878,1.0549,-0.0654,0.207,0.7723,0.0492,0.0059,0.7309,-0.1851,0.0746,0.8422,-0.1731,-0.0865
19,-0.2011,0.8002,0.0699,-0.0849,1.0532,-0.062,0.2093,0.7709,0.0498,0.0074,0.7293,-0.1851,0.0758,0.8409,-0.1745,-0.0861
20,-0.2017,0.8004,0.0722,-0.0846,1.0483,-0.0596,0.2075,0.7714,0.0481,0.0109,0.7288,-0.1848,0.0779,0.8402,-0.1748,-0.0846
